"@jk_rowling when a wizard casts ""alohomora"" at someone's belt, does it come undone?",QUE
"RT @SFist: In 1987, this is what Apple thought the world might look like in 1997. via @LaughingSquid http://t.co/xboiIbEREb http://t.co/rRb\u2026",STM
"@GreatDismal abridge: a means to append. why truncate when yalls can elucidate. give it to me long time, mr. dismal, do it again...",EXP
"RT @jwomack: Big Boy holding up better than me, possibly. http://t.co/qjGwG2dq1R",EXP
RT @UnlikelyWorlds: @jwomack Never before noticed that Big Boy's hair style is basically the same as Ronald Reagan's.,STM
"@GreatDismal any chance you'd want to come by to do a Q&A about the book later this month? @cstross, @DavidBrin and others have in the past.",QUE
"@jk_rowling Spent today at Harry Potter 'world' in Universal Studios, Orlando. Bless your magical mind!",EXP
@jk_rowling just finished The Casual Vacancy and I can't stop crying! It's a very touching story. Congratulations!,EXP
@jk_rowling no matter how many times I watch/read the deathly hallows I always hold my breath in hopes that Dobby will make it.,EXP
RT @IrishTimes: Harry Potter creator's charity to fund research at NUI Galway http://t.co/YvqPVgq6te http://t.co/sp8AfQV45B,STM
@jk_rowling Today is the 1st anniversary of Diagon Alley @UniversalORL. It's a joy to work there. Thanks for the amazing world you created!!,EXP
"@jk_rowling if harry saw lilian's death when he was a child, why he is only able to see the ""testralios"" after cedrico's death?",QUE
RT @jk_rowling: RIP Leonard Nimoy http://t.co/uIcnvI8wNN,EXP
"@jk_rowling  Yes, J.k. And Nimoy knew this.",STM
"@jk_rowling if I ask you a question about Harry Potter that you can't answer, would you perhaps follow me?",QUE
@jk_rowling i think that nobody should ask for a HP prequel or sequel: the story is wonderful the way it is. I will always support you!,EXP
@jk_rowling could you please either confirm or deny this? It's for science http://t.co/tKpRJHoxsa,QUE
"@jk_rowling about #50shadesofgrey ""Just think how many books I could've sold if Harry had been a bit more creative with his wand""",EXP
@jk_rowling Can you describe what Luna wore to the Yule Ball please?,QUE
@GreatDismal I'll see your malfunction and raise you some cows:https://t.co/FzUkmzRQWO,OTH
"@buzzert That's actually been abridged, to fit. :-)",EXP
malfunction - Cyriak http://t.co/BFNZ4rV5xP,OTH
@jk_rowling you write the New saga of Harry Potter? please write me,REQ
"@jk_rowling Thank you for making a book an important part of my life, I do solemnly swear not to do any good. You are a great woman.",EXP
"@jk_rowling Brazil loves you, a kiss for you and the cast.",EXP
"@GreatDismal and Cyriak? WORLDS ARE COLLIDING, AWESOME WORLDS BOTH",EXP
"RT @jr_carpenter: In the song Summertime, how can the livin be easy if the cotton is high? I mean, someone's gotta pick that cotton, right?",QUE
@GreatDismal have you seen his wonderful sheep video? https://t.co/jgQl2eTq9d,QUE
@GreatDismal your Tweet was quoted by @BoingBoing - http://t.co/WC5pZB3lap,OTH
@GreatDismal The very reliable @cyriakharris,OTH
@GreatDismal what drug is this,QUE
RT @BBCNewsUS: Baltimore's mayor sacks city's police chief months after riots http://t.co/NgNH7urMzI,STM
RT @BoingBoing: U.S. patent office cancels Washington Redskins trademark http://t.co/maEYpeeAdE http://t.co/UXvxJTLPso,STM
@GreatDismal Cyriak has a great video blog: http://t.co/LPT9kIiKEK includes my favorites: http://t.co/HiZqdeRTyl and http://t.co/S2CY14xX0Q,EXP
RT @mjohnharrison: Breaking Bad meets Dixon of Dock Green. Such Brit. So reassuring.,EXP
@MadYuppie I've been a Cyriak fan for a couple of years!,EXP
@jk_rowling You are my queen! I just want to see tou to thank you for the wizarding universe you have made to all your sensitive fans!,EXP
"RT @saladinahmed: I don't claim to know shit about soccer, but I know this women vs. dudes gif amuses me. http://t.co/15ri5ZLM7f ht @docky",EXP
"@jk_rowling thank you from the deepest part of my heart and soul for sharing Harry, his life, and you with us. http://t.co/x7QTMONafz",EXP
"RT @GreatDismal: Beware the avuncular, always. It's a patriarchalist proto-con. ""Not your dad, quite, but your dad's brother, or, well,",SUG
"@jk_rowling : Current whereabouts of one of Harry's ""long-lost cousins"", @joelfrominwood http://t.co/qDu8iio2LP",STM
"@jk_rowling Hi Jk am very a fan for creating movies harry them, please follow me I will be very happy!",REQ
@jk_rowling Follow-me please,REQ
"@jk_rowling : This is my ""long-lost cousin"" reference: https://t.co/PdlRbxLkBh",STM
@jk_rowling pretty please follow me,REQ
@GreatDismal Wondering if Damien's children's crusade references in pattern recog are connected with/inspired by KVJ and Slaughterhouse 5?,QUE
@jk_rowling JK... I NEED to know... WHY isn't there a Harry Potter monopoly?! It would be magnificent! #disappointed,EXP
RT @jk_rowling: .@m_abs All these people saying they never got their Hogwarts letter: you got the letter. You went to Hogwarts. We were allowed to,STM
"RT @jk_rowling: #CursedChild NOT a prequel. Lots of people asking, so I thought I'd say that again! NOT a prequel!",STM
@jk_rowling Come to Brazil queen,STM
"@jk_rowling idea for a book: Harry Potter and the Selfless Minions of the Gallows. Figure out a plot later, JUST START WRITING",SUG
"@jk_rowling I've always wondered, do Hogwarts students pay tuition? Is there some kind of financial aide?",QUE
@jk_rowling Why did Voldemorts soul took place in the only living thing (Harry) present ? Why not any other object? Why Harry?,QUE
@jk_rowling You are amazing! I love the Harry Potter Series!,EXP
"@jk_rowling A friend and I were having a debate, and hopefully you can resolve it. Is Hermione Granger a person of color? #harrypotter",QUE
"@jk_rowling Full Blue Moon July 31, 2015 for your 50th birthday and Harry's 35th! Centaurs are delighted! http://t.co/SZ7uHZsM49",EXP
@jk_rowling Would you ever consider writing a piece about young Sirius with his family before he moved in with the Potters?,QUE
RT @andy_murray: Retweet if @HeatherWatson92 just made you feel really effing proud! Favourite if she made you feel really effing proud!,EXP
"RT @jk_rowling: @Seanchuckle @enjoyyourbunny Citizen Wood it is.  Not 'Brother Wood', because then you sound like a monk.",EXP
"RT @jk_rowling: @StrictlySid I agree, there is less media attention. I read that they were killed at prayer, too. It was atrocious.",THT
"RT @jk_rowling: @enjoyyourbunny @Seanchuckle Sean, please.  You're at *least* a prince.",EXP
RT @jk_rowling: @lu_radiatelove that is a wonderful thing to hear xx,EXP
RT @jk_rowling: And then there was this! https://t.co/hY8IAO9wgx,OTH
RT @jk_rowling: Proud beyond words! https://t.co/Lww1GvGKpU,EXP
@jk_rowling do you think it's important to major in English or any other language in order to be a good author?,QUE
@jk_rowling if you've got some free time? http://t.co/ex6UQ4Cxa1,QUE
@jk_rowling QUEEN YOU HAVENT BEEN ON IN FIVE DAYS WHERE DID U GOO,QUE
RT @jk_rowling: .@glorafin No. Nothing with a high probability of bringing increased poverty to Scotland will ever get my vote. #bettertoge,STM
@jk_rowling Will you join the support for Books for Babies-an exciting nonprofit early literacy project http://t.co/1LsQMcZNwS #Books4Babies,QUE
"RT @jk_rowling: I can't remember whether I've mentioned this, but Harry Potter & the #CursedChild isn't a prequel.",STM
RT @jk_rowling: NOT a prequel. Not. A. Prequel. #CursedChild  https://t.co/OLAucrEppE,STM
RT @jk_rowling: Wow. Another historic day for #MarriageEquality!  https://t.co/rkeVQUWb6r,EXP
"@jk_rowling Happy 15th anniversary of the release of ""Goblet of Fire"". Newsweek's article from then. http://t.co/EZDGOK3Auj",EXP
"RT @jk_rowling: Today is a very special day for two reasons. Firstly, Harry Potter and the Philosopher's Stone was published in the UK 18 years ago",STM
RT @jk_rowling: I'm also very excited to confirm today that a new play called Harry Potter and the #CursedChild will be opening in London,EXP
"RT @jk_rowling: It will tell a new story, which is the result of a collaboration between writer Jack Thorne, director John Tiffany and myself",STM
"RT @jk_rowling: I don't want to say too much more, because I don't want to spoil what I know will be a real treat for fans. #CursedChild",STM
"RT @jk_rowling: However, I can say that it is not a prequel! #CursedChild",STM
RT @jk_rowling: they will agree that it was the only proper medium for the story. #CursedChild,EXP
"RT @jk_rowling: I've had countless offers to extend Harry's story over the years, but Jack, John and Sonia Friedman are a dream team! #CursedChild",STM
"RT @jk_rowling: It has been a huge pleasure to share with them (and soon, with you!) this untold part of Harry's story. #CursedChild",EXP
@jk_rowling you lied for Us! Dobby never was Dead  #Potterhead #Dobby http://t.co/ypYspajWs7,STM
@jk_rowling Only you can make this canon. http://t.co/j0ufQ6MVqH,STM
"RT @jk_rowling: .@tigs25 Your Patronus only changes if it's eternal love, unchanging - part of you forever.",STM
@jk_rowling do you still believes that C. S. Lewis was being anti-feminist in his book?,QUE
@TJ3Outlive's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,OTH
@jk_rowling Can witches and wizards only apparate to places they've been or anywhere they can imagine?,QUE
RT @SalmanRushdie: 3500 signed pages to be bound into the finished copies of the new novel. #MyWeekend. http://t.co/GfuiN031sk,STM
@jk_rowling @megermanjr needs to know ASAP.,OTH
"@jk_rowling Hey, J., I grew up with the burden of being gay in Brazil. You have no idea how HP helped me to move on, despite the society.",EXP
"RT @jk_rowling: .@m_abs Of course it happened inside your head, but why on earth should that mean it wasn't real?",EXP
"@jk_rowling HOW COULD YOU KILL FRED, COULDNT ITVE BEEN GINNY OR CHARLIE IDK",EXP
@jk_rowling would appreciate a follow #bipolar goggles #breakthestigma #mybipolargoggles #writingtostaysane,EXP
"@jk_rowling I'd love a short story about the elders Weasley's, Dobby, Sirius and/or Snape :3 Which of them would you like to write about?",QUE
@jk_rowling thank you,EXP
@SalmanRushdie Thank you Sir.,EXP
RT @jk_rowling: Wonderful and true! I used to write in the cafe of the Edinburgh theatre where John worked. Little did we know... https://t.co/yt65UHG,EXP
"RT @jk_rowling: @Sathnam and it's not a prequel, either. I know, because I've read it and it's brilliant.",EXP
"RT @jk_rowling: @Sathnam Not kind, true! I loved it.",EXP
RT @jk_rowling: I'm so thrilled that @RGalbraith has been shortlisted for @the_cwa Golden Dagger for #TheSilkworm! (He's mislaid his Twitter),EXP
@jk_rowling Pretty pretty please say you're planning to release more Harry Potter chapters on Pottermore? The artwork is so so beautiful!,EXP
"@jk_rowling When writing your books, did you ever get severe writers block?  How did get through it?",QUE
@jk_rowling how exactly did Cedric figure out the golden egg needed to be in water? Accident? Clever guessing? Or intelligence?,QUE
@jk_rowling where does Harry live now?  Trying to win a scholarship.  Creating resume for Harry. Any info I may need that only you know?,QUE
@jk_rowling After All This Time?,QUE
@jk_rowling RT and help send 30 amazingly talented young #Baltimore writers to writing camp? https://t.co/Q8E4hToEaR,REQ
@jk_rowling Can we *pretty please* with fairy dust on top have a Pottermore App?,QUE
@jk_rowling Thanks for Harry Potter certainly trasnformaste my life and I admire you ! and to write something happy to read. :3 Love You!,EXP
"@jk_rowling I always wondered, when Voldemort left Querrill's body, how was he able to return to his hiding place? #gobletoffire",QUE
@jk_rowling We BADLY need a HIMYM-style HP. Pretty please?,REQ
@jk_rowling Would you ever consider penning 'Hogwarts: A History'?,QUE
"RT @jk_rowling: @enjoyyourbunny @Seanchuckle Sean, please.  You're at *least* a prince.",EXP
RT @jk_rowling: Proud beyond words! https://t.co/Lww1GvGKpU,EXP
"RT @jk_rowling: We are honoured to be working with you, too! https://t.co/Afh8oQ2p77",EXP
RT @jk_rowling: @HaniyaKh That is a wonderful thing to say to me.  Thank you x,EXP
@jk_rowling I wanted to share this with you! 7 lessons for #teachers from #Dumbledore : http://t.co/0X5qYvOpFC #education,STM
@JK_Rowling Help us end barbaric cruelty in #Namibia 80 000 seals beaten to death! #twitterati http://t.co/1yk5OuuwbH via @TheSealsOfNam,THT
@JK_Rowling #HarryPotter would help these guys fight the evil #Namibia #sealhunt Will YOU? http://t.co/M0VWjkQpVj via @TheSealsOfNam,QUE
@jk_rowling I need to know. Were the Dursleys so terrible because of prolonged exposure to a hurcrux or were they just terrible people?,QUE
@jk_rowling I just want to know what my patronus is,QUE
@jk_rowling HELP!! Thank you! http://t.co/WazhKKlxpM,EXP
"@jk_rowling In the chess board scene in the first book, do Ron, Hermione, & Harry have to be on the chess board? How does Quirrel play?",QUE
@jk_rowling can you reverse an oblivate spell? HP is my 2 yo's favorite. Everything is a wand Thank you for such an imaginative world.,EXP
@jk_rowling it would really be super nifty if you read this pretty please http://t.co/pVyQPl9ZYM,REQ
@jk_rowling pretty please read this  https://t.co/hgFcyFPBXb,REQ
@jk_rowling you are my childhood,EXP
@jk_rowling this is amazing and I think it'll make your heart happy so you should read it and tweet christine https://t.co/hgFcyFPBXb,EXP
"@GreatDismal I also found #Foreverfree, the sequel, to be a very valuable addition to #TheForeverWar",EXP
"@jk_rowling is there an eight HP book that I may have missed? ""Hermione and Luna Lovegood: a love affair?"" Please say yes? #LoveWins",QUE
@jk_rowling does Nagini know that she's a horcrux?,QUE
@jk_rowling was the room of requirement ever used for some sexual escapades?! By students no less....?,QUE
@jk_rowling What house was Alastor Moody in? Just curious...,QUE
@SalmanRushdie You are my HERO! Would be so honored if you shared my doc on social issues in Deaf a community https://t.co/HpkHyrlBSE,STM
"@jk_rowling I can't believe after all these years, I still have this. http://t.co/8g7TWlF4Wm",STM
@jk_rowling Did you pick out what Hermione's Boggart is?,QUE
RT @jk_rowling: .@kitkittybot Because Brazilians are wonderful.,EXP
RT @jk_rowling: *I must not swear on Twitter. I must not swear on Twitter...* https://t.co/AeYLHzWjDL,STM
"@jk_rowling Ebooks available from 7/9/15 till 7/16/15 for just $0.99.  http://t.co/Ow0YTn2lMm  Por favor, apoyemos lo nuestro.",STM
"@jk_rowling If Ron got Bill's old wand, whose wand was Bill using? I find it hard to believe a wizard would give up his wand.",EXP
@jk_rowling Were there any students in Harry's year that had a true aptitude for Divination?,QUE
RT @jk_rowling: .@TomFelton I could've told you that years ago.  I just didn't want to spoil your motivation ;),STM
"@jk_rowling I love you, you are the best author there has ever been!! I'm so glad I read the Harry Potter books, you are amazing!!!!!!!",EXP
"RT @jk_rowling: @StrictlySid I agree, there is less media attention. I read that they were killed at prayer, too. It was atrocious.",THT
"@jk_rowling hi Ma'am I had read your novel, watched the movie too but the way you had described each n everything itself creates a movie",EXP
"@jk_rowling WOW, Ma'am you are so beautiful. May god give you happiness, prosperity, success and peaceful life. Love you",EXP
"@jk_rowling , I'm going through the series for the first time in my life listening to the audio by Jim Dale. By. God. No wonder it's popular",EXP
"@jk_rowling  so if you knew the ""t"" in Voldemort was silent why didn't they pronounce it as such in the movies?",QUE
@jk_rowling  also happy anniversary for the final premiere.,EXP
@jk_rowling ok but pls explain hagrid's conception,REQ
RT @jk_rowling: *Bangs head against desk until concussed* https://t.co/wNC0KKeo0g,OTH
RT @jk_rowling: THANK YOU! https://t.co/Jx4FuZ87g0,EXP
"RT @jk_rowling: IT'S NOT A... oh, will someone else please take over? https://t.co/nXT82YF1xa",EXP
RT @jk_rowling: You know what? I'm starting to wonder. Maybe it is. https://t.co/Vh7yaCKP2c,EXP
"@jk_rowling Are you my?? I Love You. My Queen ="") http://t.co/lckphogaRf",EXP
RT @MargaretAtwood: Happy Public Service Week! 4 ways Stephen Harper is silencing the public service #cdnpoli http://t.co/JpiXcwOmFA,EXP
@jk_rowling should make a sequel to Harry Potter where there's a wizarding College/university,SUG
@jk_rowling I would 100% watch/read that,EXP
@jk_rowling I Request you write a Christmas Novel set in Australia with Mixture of Humans and Anthropomorphic Animals.,REQ
@jk_rowling is it cannkn to say that quidditch started as a female only sport. (Because witches ride brooms),QUE
"RT @jk_rowling: .@valmcdermid @ProfJoSharp Just coming back to life.  Great party, thanks Val!  xxx http://t.co/j7aU5QHOxa",EXP
@jk_rowling I have now just had the pleasure of reading the HP series. I'm on the 6th book and I am blown away by your incredible writing.,EXP
@jk_rowling pls is gonna be there a movie for harry potter's new book i hope soo tho,REQ
@jk_rowling   Why is Peeves scared of the Bloody Barren??,QUE
@jk_rowling Where did wands come from and why were they originally necessary if wizards can perform magic without them?,QUE
@jk_rowling How are spells created? Where do they come from? ie: Snape creating sectumsempra,QUE
@jk_rowling I'm torn between the desire to watch your #harvard commencement speech right now and buying very good lives to support #lumos,EXP
@jk_rowling why did you kill my precious cedric i will never get over it no matter how many times i read the books or watch the movies,QUE
@jk_rowling is it true? If it great I love HP,EXP
"RT @GTjumperzo: The writer was a slave trader, found God, changed and become abolitionist. Knowledge is free.  https://t.co/0y4L6LLyFh",STM
"@jk_rowling Did the Dark Mark appear on the Hogwart's magical ceiling too (HP#HBP) when it appeared in the sky, or just the night weather?",QUE
@jk_rowling Would you be willing to add Hogwarts: A History to the Hogwarts Library set? We would all love to read it. :),QUE
@jk_rowling who would have been Harry Potter's friends if you had placed him in a different house instead of Gryffindor?,QUE
@jk_rowling I love the Harry Potter books!!! Thanks for giving me a childhood!! http://t.co/vEauDaslQN,EXP
RT @jk_rowling: @diddy_marie_ It would look a lot like this. http://t.co/wPnCh0LPxP,STM
@jk_rowling Just idea THAT REALLY SHOULD BE REAL!! People of Facebook thought you ought to see it x x x x http://t.co/VlI90mNB9y,EXP
"@jk_rowling So,when did you decide to change the entire plot of Ron searching the entire wizarding world for Agrippa to Harry and Snakeface?",QUE
@SalmanRushdie thanks O'Reilly signs a piece of tape that is put on the book!!!,EXP
"@jk_rowling *Hi* from the @glasshousegirls.3 passionate writers discussing life, love, books and more.Women with opinions #youthinkitwesayit",STM
RT @andy_murray: Retweet if @HeatherWatson92 just made you feel really effing proud! Favourite if she made you feel really effing proud!,EXP
@jk_rowling can you use your own wand on yourself? For suicide? #hattypotter #pothead #pottermore,QUE
"@jk_rowling Do you still see your own imagined characters in your mind, or have the film actors replaced them?",QUE
@jk_rowling Check out my books on LibraryThing! http://t.co/z5RkxBoxSh,STM
@jk_rowling what animal was fred and george's patronus?,QUE
@jk_rowling please retweet and help Holly achieve her dream of 1 million to build a children's hospice! Thank you! https://t.co/bE6Pag9EuG,REQ
@jk_rowling  My ancestor set up this magical school like your Hogwarts. http://t.co/IRh6ZZuu4z Our honor if you visit my land by magic.,REQ
"RT @jk_rowling: Potterheads are all wonderful, but YOU are the best. Yes, you, reading this. X",EXP
RT @jk_rowling: You know what? I'm starting to wonder. Maybe it is. https://t.co/Vh7yaCKP2c,EXP
@jk_rowling why the dementors didn't send an owl to Sirius Black to find him (sorry for bad english i'm from italy),QUE
@jk_rowling  i love you,EXP
"RT @jk_rowling: The story of #CursedChild should be considered canon, though. @jackthorne, John Tiffany (the director) and I developed it",SUG
"RT @jk_rowling: .@CNBCWorld It's not a prequel. It really, really isn't a prequel. Not a prequel. Not at all prequelly. It is an anti-prequel",STM
"@jk_rowling Feeling proud this morning of Tory budget, Joanne? Don't look away, we had an alternative but you financed this. Thank you.",EXP
RT @jk_rowling: .@ardit_haliti @Potterhead_Lily Because there were things on the desk that would blow your MIND if I photographed them.,EXP
@jk_rowling Hi I'm Margaux & I was wondering where I can have my Hogwarts Acceptance Letter because I'm 16 and I haven't received it yet ...,STM
@jk_rowling Fantastic Beats,EXP
@jk_rowling Pls help #bristol based young custody/care leaver project #future4me to win BEST Charity Project 2015 ! http://t.co/o8hjL4clId,REQ
@jk_rowling Harry Potter and #CursedChild aren't Prequels.,STM
@jk_rowling we want a new Harry Potter,EXP
@jk_rowling you can't even imagine what does Harry Potter mean to me,EXP
@jk_rowling where've you been are you all right have you been busy i hope you're getting enough rest i really miss you here on twitter,EXP
@MargaretAtwood Tried signing the petition but only had part of my address down when I hit return and the page assumed I was submitting.,STM
"RT @jk_rowling: .@Mattdavelewis Not as bad as watching Dan in Equus, but close. Warn me next time, for God's sake. https://t.co/r8EUd1GKqT",EXP
@jk_rowling Have U Heard Of the Dragon Bird Its a Fantasic Beast But rather Absurd http://t.co/Iml5m4Tacq,EXP
@jk_rowling hello j.k rowling... i hv a question did u ever consider to pair fred nd hermione nd did luna like harry (kinda crush type),QUE
"@jk_rowling My dream is to start a Hogwarts school, where students learn normal subjects. Do I have your approval to do this when I grow up?",EXP
@jk_rowling please oh please oh pleeeease?,REQ
RT @jk_rowling: Proud beyond words! https://t.co/Lww1GvGKpU,EXP
RT @jk_rowling: And then there was this! https://t.co/hY8IAO9wgx,OTH
"RT @jk_rowling: This story is almost correct, except that I haven't written the script for #CursedChild, @jackthorne has.  http://t.co/WJi1\u2026",STM
"@jk_rowling it's true that you are writing a new Harry Potter's story?Will be the 9th film published?pls answer me,I want to know if it's true",QUE
@jk_rowling i start to prepare myself for next summer ! #play i need luck and money ! can't wait to know more about lily Evans !,EXP
@jk_rowling can't believe they're keep on telling #HarryPotterAndTheCursedChild it's a prequel.... http://t.co/FCHdyU8qrx,STM
@jk_rowling  make a new novel we got bore reading harry pottet,EXP
@jk_rowling has a quidditch match ever been won by a seeker capturing the snitch right off the first whistle?,QUE
"@jk_rowling I'm at a loss for words for your amazing books,your outstanding personality, your endless strenght you made my childhood awesome",EXP
@jk_rowling  a fan letter from one of the children in my reading group http://t.co/wZ2YpebG1T,OTH
@jk_rowling I and most of my 9 grandsons read the Harry Potter books and loved them and the movies. You're fantastic! http://t.co/gblMsRKvs6,EXP
"@jk_rowling I will never forgive you for this, JO! *crosses arms* http://t.co/NVJbWk7p1I",EXP
@jk_rowling you are the best,EXP
@jk_rowling He's done with chocolates http://t.co/bk1riUYjit,STM
"@jk_rowling Ms Rowling,please find here the trailer for ""I FLY"",https://t.co/QSLC8uHZcO first of my 13 YA e-novels.(Reviews upon my blog.)",REQ
"RT @jk_rowling: .@triannamn Snape had his faults, but he was incredibly brave.",EXP
RT @jk_rowling: .@veronicalloyd_ Harry left Remus's name for Teddy to use for his own son.,STM
@jk_rowling @Oprah #tinafey is this true? Is there hope?! I don't like to play off people's misfortunes this helps me http://t.co/54tciMrg2Q,QUE
"@jk_rowling a new book of Harry Potter , pleaseeeeeee !!!!!",REQ
@jk_rowling does the horrific act that you have to perform to make a horcrux have something to do with the killed person's heart?,QUE
@jk_rowling any chance we'll find out more about Kendra Dumbledore in Fantastic Beasts? She's my favorite character to ponder about.,QUE
@jk_rowling It needed to be done! #Potterhead #muchbetter #HarryPotter http://t.co/EhTvVIOeDc,STM
RT @jk_rowling: I'm just going to sit here and beam at this for a little while.   https://t.co/SuLaCQv33W,STM
@jk_rowling would be amazing if @MerrynPippin could get her college fundme link RT'd by you http://t.co/AVSC7NnliV http://t.co/FRqIeFHP3m,SUG
"@jk_rowling Hello! I'm a huge fan from Brazil, and I really want you to know that you saves me everytime that a open your book. Thank you",EXP
"@jk_rowling Hello! Do you thought about write a history in that is a character named Fred, which would be a ""continued"" Fred, but alive?",QUE
@jk_rowling Do Hagrid and Harry have a drink together every now and then ? Are they still seeing each other ? #Friends #Butterbeer,QUE
RT @jk_rowling: .@Mattdavelewis Happy Birthday to You! xxxx,EXP
@jk_rowling heard about the gala @pineapplearts are producing with 81 yr old Greta Lee for @HopeHouseKids? #children #charity #hospice,QUE
@jk_rowling I love H.P,EXP
